trabajador,dia,turno,disposicion
1,1,dia,2
1,1,noche,3
1,2,dia,10
1,2,noche,6
1,3,dia,7
1,3,noche,3
1,4,dia,3
1,4,noche,10
1,5,dia,10
1,5,noche,1
1,6,dia,9
1,6,noche,2
1,7,dia,7
1,7,noche,4
2,1,dia,5
2,1,noche,5
2,2,dia,6
2,2,noche,7
2,3,dia,7
2,3,noche,5
2,4,dia,6
2,4,noche,9
2,5,dia,1
2,5,noche,10
2,6,dia,7
2,6,noche,1
2,7,dia,10
2,7,noche,6
3,1,dia,5
3,1,noche,6
3,2,dia,1
3,2,noche,1
3,3,dia,1
3,3,noche,8
3,4,dia,10
3,4,noche,0
3,5,dia,2
3,5,noche,5
3,6,dia,9
3,6,noche,0
3,7,dia,5
3,7,noche,3
4,1,dia,10
4,1,noche,2
4,2,dia,3
4,2,noche,6
4,3,dia,1
4,3,noche,7
4,4,dia,1
4,4,noche,3
4,5,dia,6
4,5,noche,6
4,6,dia,2
4,6,noche,0
4,7,dia,8
4,7,noche,6
5,1,dia,6
5,1,noche,7
5,2,dia,3
5,2,noche,3
5,3,dia,6
5,3,noche,5
5,4,dia,8
5,4,noche,7
5,5,dia,4
5,5,noche,8
5,6,dia,3
5,6,noche,8
5,7,dia,2
5,7,noche,0
6,1,dia,1
6,1,noche,2
6,2,dia,4
6,2,noche,2
6,3,dia,5
6,3,noche,5
6,4,dia,3
6,4,noche,0
6,5,dia,7
6,5,noche,7
6,6,dia,7
6,6,noche,1
6,7,dia,0
6,7,noche,7
7,1,dia,9
7,1,noche,2
7,2,dia,2
7,2,noche,1
7,3,dia,9
7,3,noche,2
7,4,dia,8
7,4,noche,3
7,5,dia,5
7,5,noche,7
7,6,dia,1
7,6,noche,0
7,7,dia,8
7,7,noche,2
8,1,dia,6
8,1,noche,5
8,2,dia,1
8,2,noche,9
8,3,dia,4
8,3,noche,2
8,4,dia,9
8,4,noche,3
8,5,dia,6
8,5,noche,1
8,6,dia,4
8,6,noche,4
8,7,dia,5
8,7,noche,1
9,1,dia,3
9,1,noche,0
9,2,dia,4
9,2,noche,5
9,3,dia,7
9,3,noche,3
9,4,dia,0
9,4,noche,9
9,5,dia,7
9,5,noche,1
9,6,dia,6
9,6,noche,2
9,7,dia,3
9,7,noche,4
10,1,dia,3
10,1,noche,6
10,2,dia,5
10,2,noche,3
10,3,dia,10
10,3,noche,8
10,4,dia,3
10,4,noche,6
10,5,dia,5
10,5,noche,2
10,6,dia,4
10,6,noche,8
10,7,dia,9
10,7,noche,3
11,1,dia,6
11,1,noche,2
11,2,dia,10
11,2,noche,8
11,3,dia,7
11,3,noche,2
11,4,dia,10
11,4,noche,3
11,5,dia,10
11,5,noche,8
11,6,dia,8
11,6,noche,4
11,7,dia,1
11,7,noche,3
12,1,dia,10
12,1,noche,7
12,2,dia,3
12,2,noche,4
12,3,dia,10
12,3,noche,9
12,4,dia,0
12,4,noche,10
12,5,dia,10
12,5,noche,3
12,6,dia,8
12,6,noche,4
12,7,dia,8
12,7,noche,3
