trabajador,dia,turno,disposicion
1,1,dia,1
1,1,noche,2
1,2,dia,7
1,2,noche,8
1,3,dia,7
1,3,noche,7
1,4,dia,0
1,4,noche,6
1,5,dia,1
1,5,noche,9
1,6,dia,8
1,6,noche,9
2,1,dia,5
2,1,noche,7
2,2,dia,3
2,2,noche,0
2,3,dia,4
2,3,noche,5
2,4,dia,10
2,4,noche,7
2,5,dia,7
2,5,noche,8
2,6,dia,6
2,6,noche,7
3,1,dia,6
3,1,noche,4
3,2,dia,5
3,2,noche,1
3,3,dia,6
3,3,noche,0
3,4,dia,3
3,4,noche,9
3,5,dia,8
3,5,noche,6
3,6,dia,0
3,6,noche,5
4,1,dia,1
4,1,noche,7
4,2,dia,5
4,2,noche,3
4,3,dia,3
4,3,noche,4
4,4,dia,7
4,4,noche,0
4,5,dia,8
4,5,noche,2
4,6,dia,0
4,6,noche,2
5,1,dia,1
5,1,noche,1
5,2,dia,9
5,2,noche,2
5,3,dia,3
5,3,noche,2
5,4,dia,9
5,4,noche,2
5,5,dia,10
5,5,noche,2
5,6,dia,0
5,6,noche,9
6,1,dia,9
6,1,noche,4
6,2,dia,1
6,2,noche,3
6,3,dia,3
6,3,noche,3
6,4,dia,0
6,4,noche,1
6,5,dia,5
6,5,noche,2
6,6,dia,10
6,6,noche,5
7,1,dia,8
7,1,noche,0
7,2,dia,1
7,2,noche,6
7,3,dia,4
7,3,noche,7
7,4,dia,4
7,4,noche,6
7,5,dia,8
7,5,noche,10
7,6,dia,4
7,6,noche,2
