trabajador,dia,turno,disposicion
1,1,dia,6
1,1,noche,0
1,2,dia,2
1,2,noche,7
1,3,dia,0
1,3,noche,8
1,4,dia,0
1,4,noche,9
1,5,dia,4
1,5,noche,3
1,6,dia,1
1,6,noche,2
1,7,dia,0
1,7,noche,10
2,1,dia,10
2,1,noche,8
2,2,dia,3
2,2,noche,8
2,3,dia,7
2,3,noche,7
2,4,dia,3
2,4,noche,5
2,5,dia,4
2,5,noche,5
2,6,dia,5
2,6,noche,2
2,7,dia,2
2,7,noche,10
3,1,dia,8
3,1,noche,9
3,2,dia,10
3,2,noche,3
3,3,dia,10
3,3,noche,1
3,4,dia,0
3,4,noche,1
3,5,dia,2
3,5,noche,10
3,6,dia,8
3,6,noche,8
3,7,dia,2
3,7,noche,3
4,1,dia,7
4,1,noche,1
4,2,dia,0
4,2,noche,3
4,3,dia,2
4,3,noche,3
4,4,dia,7
4,4,noche,10
4,5,dia,10
4,5,noche,7
4,6,dia,10
4,6,noche,6
4,7,dia,1
4,7,noche,4
5,1,dia,7
5,1,noche,6
5,2,dia,0
5,2,noche,1
5,3,dia,8
5,3,noche,2
5,4,dia,2
5,4,noche,7
5,5,dia,8
5,5,noche,1
5,6,dia,0
5,6,noche,0
5,7,dia,0
5,7,noche,7
6,1,dia,3
6,1,noche,1
6,2,dia,10
6,2,noche,4
6,3,dia,4
6,3,noche,10
6,4,dia,8
6,4,noche,4
6,5,dia,2
6,5,noche,0
6,6,dia,0
6,6,noche,3
6,7,dia,6
6,7,noche,2
7,1,dia,6
7,1,noche,0
7,2,dia,9
7,2,noche,8
7,3,dia,0
7,3,noche,3
7,4,dia,1
7,4,noche,8
7,5,dia,6
7,5,noche,1
7,6,dia,0
7,6,noche,0
7,7,dia,5
7,7,noche,0
8,1,dia,6
8,1,noche,9
8,2,dia,3
8,2,noche,6
8,3,dia,10
8,3,noche,4
8,4,dia,7
8,4,noche,6
8,5,dia,10
8,5,noche,7
8,6,dia,0
8,6,noche,8
8,7,dia,3
8,7,noche,7
9,1,dia,7
9,1,noche,4
9,2,dia,5
9,2,noche,3
9,3,dia,7
9,3,noche,10
9,4,dia,4
9,4,noche,4
9,5,dia,10
9,5,noche,5
9,6,dia,4
9,6,noche,9
9,7,dia,1
9,7,noche,3
10,1,dia,7
10,1,noche,1
10,2,dia,9
10,2,noche,8
10,3,dia,6
10,3,noche,7
10,4,dia,9
10,4,noche,5
10,5,dia,5
10,5,noche,0
10,6,dia,5
10,6,noche,0
10,7,dia,6
10,7,noche,1
