trabajador,dia,turno,disposicion
1,1,manana,1
1,1,tarde,5
1,1,noche,8
1,2,manana,1
1,2,tarde,4
1,2,noche,10
1,3,manana,4
1,3,tarde,9
1,3,noche,1
1,4,manana,4
1,4,tarde,7
1,4,noche,6
1,5,manana,6
1,5,tarde,10
1,5,noche,0
1,6,manana,7
1,6,tarde,2
1,6,noche,8
1,7,manana,3
1,7,tarde,2
1,7,noche,6
1,8,manana,8
1,8,tarde,4
1,8,noche,10
1,9,manana,2
1,9,tarde,4
1,9,noche,10
1,10,manana,10
1,10,tarde,5
1,10,noche,0
1,11,manana,8
1,11,tarde,8
1,11,noche,2
1,12,manana,1
1,12,tarde,0
1,12,noche,0
1,13,manana,9
1,13,tarde,9
1,13,noche,6
1,14,manana,8
1,14,tarde,8
1,14,noche,1
1,15,manana,4
1,15,tarde,3
1,15,noche,5
1,16,manana,3
1,16,tarde,6
1,16,noche,10
1,17,manana,8
1,17,tarde,2
1,17,noche,2
1,18,manana,2
1,18,tarde,3
1,18,noche,9
1,19,manana,4
1,19,tarde,3
1,19,noche,1
1,20,manana,2
1,20,tarde,10
1,20,noche,9
1,21,manana,0
1,21,tarde,8
1,21,noche,7
1,22,manana,10
1,22,tarde,8
1,22,noche,1
1,23,manana,4
1,23,tarde,10
1,23,noche,1
2,1,manana,4
2,1,tarde,1
2,1,noche,3
2,2,manana,9
2,2,tarde,7
2,2,noche,5
2,3,manana,5
2,3,tarde,2
2,3,noche,10
2,4,manana,10
2,4,tarde,3
2,4,noche,1
2,5,manana,4
2,5,tarde,9
2,5,noche,1
2,6,manana,3
2,6,tarde,5
2,6,noche,7
2,7,manana,7
2,7,tarde,5
2,7,noche,9
2,8,manana,10
2,8,tarde,4
2,8,noche,9
2,9,manana,2
2,9,tarde,9
2,9,noche,9
2,10,manana,5
2,10,tarde,5
2,10,noche,6
2,11,manana,2
2,11,tarde,0
2,11,noche,5
2,12,manana,3
2,12,tarde,3
2,12,noche,10
2,13,manana,6
2,13,tarde,4
2,13,noche,5
2,14,manana,2
2,14,tarde,10
2,14,noche,5
2,15,manana,7
2,15,tarde,7
2,15,noche,7
2,16,manana,5
2,16,tarde,4
2,16,noche,7
2,17,manana,8
2,17,tarde,1
2,17,noche,2
2,18,manana,10
2,18,tarde,9
2,18,noche,1
2,19,manana,4
2,19,tarde,2
2,19,noche,8
2,20,manana,3
2,20,tarde,4
2,20,noche,10
2,21,manana,1
2,21,tarde,1
2,21,noche,0
2,22,manana,8
2,22,tarde,10
2,22,noche,0
2,23,manana,9
2,23,tarde,9
2,23,noche,6
3,1,manana,9
3,1,tarde,3
3,1,noche,0
3,2,manana,8
3,2,tarde,4
3,2,noche,8
3,3,manana,8
3,3,tarde,7
3,3,noche,10
3,4,manana,2
3,4,tarde,5
3,4,noche,6
3,5,manana,3
3,5,tarde,9
3,5,noche,4
3,6,manana,2
3,6,tarde,7
3,6,noche,8
3,7,manana,8
3,7,tarde,1
3,7,noche,6
3,8,manana,5
3,8,tarde,8
3,8,noche,0
3,9,manana,10
3,9,tarde,3
3,9,noche,9
3,10,manana,10
3,10,tarde,2
3,10,noche,8
3,11,manana,2
3,11,tarde,7
3,11,noche,2
3,12,manana,2
3,12,tarde,9
3,12,noche,9
3,13,manana,10
3,13,tarde,2
3,13,noche,7
3,14,manana,5
3,14,tarde,0
3,14,noche,3
3,15,manana,7
3,15,tarde,3
3,15,noche,1
3,16,manana,4
3,16,tarde,5
3,16,noche,3
3,17,manana,0
3,17,tarde,10
3,17,noche,3
3,18,manana,8
3,18,tarde,5
3,18,noche,6
3,19,manana,7
3,19,tarde,7
3,19,noche,0
3,20,manana,0
3,20,tarde,10
3,20,noche,5
3,21,manana,1
3,21,tarde,8
3,21,noche,10
3,22,manana,4
3,22,tarde,4
3,22,noche,9
3,23,manana,8
3,23,tarde,9
3,23,noche,2
4,1,manana,6
4,1,tarde,10
4,1,noche,6
4,2,manana,5
4,2,tarde,9
4,2,noche,10
4,3,manana,1
4,3,tarde,8
4,3,noche,4
4,4,manana,6
4,4,tarde,3
4,4,noche,8
4,5,manana,6
4,5,tarde,5
4,5,noche,5
4,6,manana,7
4,6,tarde,7
4,6,noche,9
4,7,manana,0
4,7,tarde,8
4,7,noche,2
4,8,manana,7
4,8,tarde,2
4,8,noche,3
4,9,manana,1
4,9,tarde,8
4,9,noche,10
4,10,manana,4
4,10,tarde,3
4,10,noche,2
4,11,manana,2
4,11,tarde,2
4,11,noche,5
4,12,manana,9
4,12,tarde,1
4,12,noche,10
4,13,manana,3
4,13,tarde,6
4,13,noche,5
4,14,manana,1
4,14,tarde,7
4,14,noche,10
4,15,manana,7
4,15,tarde,7
4,15,noche,3
4,16,manana,9
4,16,tarde,2
4,16,noche,10
4,17,manana,6
4,17,tarde,0
4,17,noche,3
4,18,manana,0
4,18,tarde,2
4,18,noche,9
4,19,manana,9
4,19,tarde,2
4,19,noche,2
4,20,manana,10
4,20,tarde,8
4,20,noche,0
4,21,manana,9
4,21,tarde,2
4,21,noche,0
4,22,manana,2
4,22,tarde,4
4,22,noche,2
4,23,manana,8
4,23,tarde,6
4,23,noche,9
5,1,manana,9
5,1,tarde,10
5,1,noche,0
5,2,manana,10
5,2,tarde,4
5,2,noche,1
5,3,manana,3
5,3,tarde,7
5,3,noche,9
5,4,manana,7
