trabajador,dia,turno,disposicion
1,1,manana,2
1,1,tarde,3
1,1,noche,0
1,2,manana,3
1,2,tarde,4
1,2,noche,7
1,3,manana,7
1,3,tarde,8
1,3,noche,6
1,4,manana,6
1,4,tarde,10
1,4,noche,0
1,5,manana,3
1,5,tarde,2
1,5,noche,4
1,6,manana,2
1,6,tarde,0
1,6,noche,4
1,7,manana,4
1,7,tarde,10
1,7,noche,8
1,8,manana,2
1,8,tarde,10
1,8,noche,0
1,9,manana,7
1,9,tarde,0
1,9,noche,0
1,10,manana,1
1,10,tarde,5
1,10,noche,9
1,11,manana,4
1,11,tarde,1
1,11,noche,6
1,12,manana,5
1,12,tarde,10
1,12,noche,10
1,13,manana,1
1,13,tarde,6
1,13,noche,2
1,14,manana,3
1,14,tarde,1
1,14,noche,9
1,15,manana,8
1,15,tarde,1
1,15,noche,8
1,16,manana,10
1,16,tarde,9
1,16,noche,8
1,17,manana,4
1,17,tarde,7
1,17,noche,1
2,1,manana,3
2,1,tarde,9
2,1,noche,1
2,2,manana,5
2,2,tarde,5
2,2,noche,9
2,3,manana,6
2,3,tarde,3
2,3,noche,6
2,4,manana,3
2,4,tarde,2
2,4,noche,1
2,5,manana,2
2,5,tarde,3
2,5,noche,4
2,6,manana,7
2,6,tarde,6
2,6,noche,4
2,7,manana,9
2,7,tarde,0
2,7,noche,7
2,8,manana,8
2,8,tarde,5
2,8,noche,1
2,9,manana,5
2,9,tarde,8
2,9,noche,6
2,10,manana,7
2,10,tarde,10
2,10,noche,3
2,11,manana,4
2,11,tarde,2
2,11,noche,5
2,12,manana,7
2,12,tarde,5
2,12,noche,4
2,13,manana,0
2,13,tarde,10
2,13,noche,9
2,14,manana,0
2,14,tarde,10
2,14,noche,0
2,15,manana,10
2,15,tarde,3
2,15,noche,4
2,16,manana,8
2,16,tarde,6
2,16,noche,4
2,17,manana,10
2,17,tarde,5
2,17,noche,10
3,1,manana,1
3,1,tarde,8
3,1,noche,3
3,2,manana,7
3,2,tarde,6
3,2,noche,0
3,3,manana,6
3,3,tarde,4
3,3,noche,4
3,4,manana,1
3,4,tarde,3
3,4,noche,4
3,5,manana,3
3,5,tarde,2
3,5,noche,7
3,6,manana,10
3,6,tarde,5
3,6,noche,10
3,7,manana,6
3,7,tarde,0
3,7,noche,4
3,8,manana,1
3,8,tarde,7
3,8,noche,7
3,9,manana,6
3,9,tarde,5
3,9,noche,6
3,10,manana,1
3,10,tarde,2
3,10,noche,4
3,11,manana,8
3,11,tarde,1
3,11,noche,5
3,12,manana,6
3,12,tarde,9
3,12,noche,8
3,13,manana,5
3,13,tarde,7
3,13,noche,0
3,14,manana,0
3,14,tarde,10
3,14,noche,10
3,15,manana,2
3,15,tarde,10
3,15,noche,7
3,16,manana,10
3,16,tarde,2
3,16,noche,0
3,17,manana,6
3,17,tarde,3
3,17,noche,10
4,1,manana,4
4,1,tarde,5
4,1,noche,9
4,2,manana,1
4,2,tarde,1
4,2,noche,2
4,3,manana,3
4,3,tarde,8
4,3,noche,10
4,4,manana,2
4,4,tarde,9
4,4,noche,10
4,5,manana,6
4,5,tarde,5
4,5,noche,7
4,6,manana,7
4,6,tarde,2
4,6,noche,4
4,7,manana,2
4,7,tarde,10
4,7,noche,9
4,8,manana,5
4,8,tarde,4
4,8,noche,3
4,9,manana,1
4,9,tarde,6
4,9,noche,5
4,10,manana,2
4,10,tarde,6
4,10,noche,6
4,11,manana,9
4,11,tarde,3
4,11,noche,0
4,12,manana,0
4,12,tarde,8
4,12,noche,10
4,13,manana,9
4,13,tarde,10
4,13,noche,3
4,14,manana,1
4,14,tarde,7
4,14,noche,3
4,15,manana,4
4,15,tarde,2
4,15,noche,0
4,16,manana,6
4,16,tarde,9
4,16,noche,6
4,17,manana,9
4,17,tarde,4
4,17,noche,2
5,1,manana,1
5,1,tarde,5
5,1,noche,2
5,2,manana,9
5,2,tarde,1
5,2,noche,0
5,3,manana,8
5,3,tarde,6
5,3,noche,7
5,4,manana,10
5,4,tarde,7
5,4,noche,1
5,5,manana,3
5,5,tarde,3
5,5,noche,3
5,6,manana,4
5,6,tarde,4
5,6,noche,7
5,7,manana,6
5,7,tarde,2
5,7,noche,6
5,8,manana,3
5,8,tarde,9
5,8,noche,3
5,9,manana,4
5,9,tarde,10
5,9,noche,3
5,10,manana,6
5,10,tarde,2
5,10,noche,6
5,11,manana,2
5,11,tarde,0
5,11,noche,4
5,12,manana,4
5,12,tarde,3
5,12,noche,9
5,13,manana,7
5,13,tarde,3
5,13,noche,5
5,14,manana,9
5,14,tarde,10
5,14,noche,10
5,15,manana,7
5,15,tarde,1
5,15,noche,0
5,16,manana,7
5,16,tarde,2
5,16,noche,5
5,17,manana,6
5,17,tarde,10
5,17,noche,3
6,1,manana,6
6,1,tarde,6
6,1,noche,9
6,2,manana,4
6,2,tarde,1
6,2,noche,1
6,3,manana,8
6,3,tarde,0
6,3,noche,0
6,4,manana,5
6,4,tarde,3
6,4,noche,7
6,5,manana,5
6,5,tarde,9
6,5,noche,10
6,6,manana,9
6,6,tarde,0
6,6,noche,0
6,7,manana,4
6,7,tarde,8
6,7,noche,9
6,8,manana,6
6,8,tarde,4
6,8,noche,6
6,9,manana,10
6,9,tarde,5
6,9,noche,2
6,10,manana,8
6,10,tarde,0
6,10,noche,9
6,11,manana,2
6,11,tarde,4
6,11,noche,2
6,12,manana,8
6,12,tarde,7
6,12,noche,5
6,13,manana,7
6,13,tarde,2
6,13,noche,1
6,14,manana,5
6,14,tarde,8
6,14,noche,6
6,15,manana,2
6,15,tarde,4
6,15,noche,1
6,16,manana,5
6,16,tarde,0
6,16,noche,2
6,17,manana,7
6,17,tarde,4
6,17,noche,5
7,1,manana,6
7,1,tarde,4
7,1,noche,4
7,2,manana,9
7,2,tarde,4
7,2,noche,8
7,3,manana,5
7,3,tarde,6
7,3,noche,2
7,4,manana,5
7,4,tarde,7
7,4,noche,2
7,5,manana,8
7,5,tarde,10
7,5,noche,10
7,6,manana,7
7,6,tarde,0
7,6,noche,3
7,7,manana,2
7,7,tarde,0
7,7,noche,3
7,8,manana,2
7,8,tarde,0
7,8,noche,7
7,9,manana,4
7,9,tarde,2
7,9,noche,7
7,10,manana,6
7,10,tarde,1
7,10,noche,7
7,11,manana,0
7,11,tarde,7
7,11,noche,5
7,12,manana,8
7,12,tarde,7
7,12,noche,7
7,13,manana,7
7,13,tarde,1
7,13,noche,2
7,14,manana,1
7,14,tarde,5
7,14,noche,1
7,15,manana,3
7,15,tarde,4
7,15,noche,2
7,16,manana,2
7,16,tarde,8
7,16,noche,4
7,17,manana,9
7,17,tarde,10
7,17,noche,9
8,1,manana,3
8,1,tarde,9
8,1,noche,0
8,2,manana,8
8,2,tarde,9
8,2,noche,2
8,3,manana,6
8,3,tarde,1
8,3,noche,3
8,4,manana,7
8,4,tarde,10
8,4,noche,1
8,5,manana,5
8,5,tarde,0
8,5,noche,4
8,6,manana,10
8,6,tarde,10
8,6,noche,1
8,7,manana,6
8,7,tarde,5
8,7,noche,9
8,8,manana,1
8,8,tarde,5
8,8,noche,2
8,9,manana,0
8,9,tarde,1
8,9,noche,7
8,10,manana,10
8,10,tarde,7
8,10,noche,7
8,11,manana,10
8,11,tarde,4
8,11,noche,9
8,12,manana,10
8,12,tarde,0
8,12,noche,5
8,13,manana,0
8,13,tarde,10
8,13,noche,9
8,14,manana,7
8,14,tarde,5
8,14,noche,9
8,15,manana,2
8,15,tarde,3
8,15,noche,0
8,16,manana,10
8,16,tarde,4
8,16,noche,5
8,17,manana,0
8,17,tarde,1
8,17,noche,8
9,1,manana,9
9,1,tarde,6
9,1,noche,1
9,2,manana,6
9,2,tarde,4
9,2,noche,2
9,3,manana,3
9,3,tarde,6
9,3,noche,1
9,4,manana,0
9,4,tarde,3
9,4,noche,2
9,5,manana,6
9,5,tarde,6
9,5,noche,4
9,6,manana,10
9,6,tarde,10
9,6,noche,2
9,7,manana,1
9,7,tarde,4
9,7,noche,7
9,8,manana,6
9,8,tarde,4
9,8,noche,10
9,9,manana,9
9,9,tarde,2
9,9,noche,5
9,10,manana,10
9,10,tarde,1
9,10,noche,5
9,11,manana,8
9,11,tarde,3
9,11,noche,7
9,12,manana,7
9,12,tarde,6
9,12,noche,7
9,13,manana,4
9,13,tarde,9
9,13,noche,9
9,14,manana,6
9,14,tarde,1
9,14,noche,6
9,15,manana,5
9,15,tarde,9
9,15,noche,2
9,16,manana,6
9,16,tarde,10
9,16,noche,6
9,17,manana,1
9,17,tarde,0
9,17,noche,8
10,1,manana,5
10,1,tarde,7
10,1,noche,10
10,2,manana,3
10,2,tarde,10
10,2,noche,10
10,3,manana,2
10,3,tarde,7
10,3,noche,8
10,4,manana,10
10,4,tarde,10
10,4,noche,8
10,5,manana,1
10,5,tarde,4
10,5,noche,7
10,6,manana,6
10,6,tarde,1
10,6,noche,7
10,7,manana,4
10,7,tarde,2
10,7,noche,2
10,8,manana,10
10,8,tarde,4
10,8,noche,3
10,9,manana,8
10,9,tarde,6
10,9,noche,4
10,10,manana,9
10,10,tarde,0
10,10,noche,8
10,11,manana,1
10,11,tarde,0
10,11,noche,8
10,12,manana,1
10,12,tarde,8
10,12,noche,6
10,13,manana,6
10,13,tarde,1
10,13,noche,7
10,14,manana,10
10,14,tarde,9
10,14,noche,4
10,15,manana,5
10,15,tarde,4
10,15,noche,9
10,16,manana,1
10,16,tarde,8
10,16,noche,0
10,17,manana,1
10,17,tarde,10
10,17,noche,7
11,1,manana,2
11,1,tarde,2
11,1,noche,6
11,2,manana,0
11,2,tarde,1
11,2,noche,6
11,3,manana,4
11,3,tarde,5
11,3,noche,9
11,4,manana,7
11,4,tarde,10
11,4,noche,7
11,5,manana,9
11,5,tarde,4
11,5,noche,5
11,6,manana,2
11,6,tarde,3
11,6,noche,2
11,7,manana,1
11,7,tarde,9
11,7,noche,4
11,8,manana,10
11,8,tarde,1
11,8,noche,6
11,9,manana,8
11,9,tarde,0
11,9,noche,0
11,10,manana,6
11,10,tarde,1
11,10,noche,0
11,11,manana,2
11,11,tarde,10
11,11,noche,7
11,12,manana,7
11,12,tarde,6
11,12,noche,10
11,13,manana,9
11,13,tarde,7
11,13,noche,4
11,14,manana,9
11,14,tarde,9
11,14,noche,5
11,15,manana,10
11,15,tarde,10
11,15,noche,6
11,16,manana,4
11,16,tarde,1
11,16,noche,2
11,17,manana,2
11,17,tarde,0
11,17,noche,3
