trabajador,dia,turno,disposicion
1,1,dia,3
1,1,noche,7
1,2,dia,4
1,2,noche,5
1,3,dia,2
1,3,noche,9
1,4,dia,9
1,4,noche,1
1,5,dia,2
1,5,noche,4
2,1,dia,1
2,1,noche,9
2,2,dia,0
2,2,noche,4
2,3,dia,9
2,3,noche,10
2,4,dia,6
2,4,noche,6
2,5,dia,3
2,5,noche,1
3,1,dia,9
3,1,noche,10
3,2,dia,3
3,2,noche,1
3,3,dia,4
3,3,noche,10
3,4,dia,9
3,4,noche,1
3,5,dia,9
3,5,noche,0
4,1,dia,5
4,1,noche,8
4,2,dia,6
4,2,noche,10
4,3,dia,5
4,3,noche,1
4,4,dia,8
4,4,noche,10
4,5,dia,5
4,5,noche,0
5,1,dia,6
5,1,noche,7
5,2,dia,1
5,2,noche,6
5,3,dia,5
5,3,noche,10
5,4,dia,7
5,4,noche,2
5,5,dia,6
5,5,noche,2
6,1,dia,8
6,1,noche,10
6,2,dia,4
6,2,noche,9
6,3,dia,8
6,3,noche,7
6,4,dia,7
6,4,noche,6
6,5,dia,9
6,5,noche,4
7,1,dia,5
7,1,noche,3
7,2,dia,1
7,2,noche,4
7,3,dia,7
7,3,noche,3
7,4,dia,7
7,4,noche,9
7,5,dia,9
7,5,noche,10
8,1,dia,6
8,1,noche,5
8,2,dia,0
8,2,noche,7
8,3,dia,5
8,3,noche,2
8,4,dia,7
8,4,noche,3
8,5,dia,5
8,5,noche,4
9,1,dia,5
9,1,noche,4
9,2,dia,9
9,2,noche,4
9,3,dia,8
9,3,noche,0
9,4,dia,8
9,4,noche,3
9,5,dia,1
9,5,noche,3
10,1,dia,6
10,1,noche,7
10,2,dia,8
10,2,noche,3
10,3,dia,7
10,3,noche,10
10,4,dia,7
10,4,noche,7
10,5,dia,0
10,5,noche,1
11,1,dia,4
11,1,noche,3
11,2,dia,6
11,2,noche,3
11,3,dia,4
11,3,noche,10
11,4,dia,9
11,4,noche,5
11,5,dia,7
11,5,noche,8
12,1,dia,8
12,1,noche,5
12,2,dia,6
12,2,noche,8
12,3,dia,5
12,3,noche,5
12,4,dia,7
12,4,noche,4
12,5,dia,4
12,5,noche,4
13,1,dia,3
13,1,noche,1
13,2,dia,3
13,2,noche,5
13,3,dia,1
13,3,noche,8
13,4,dia,2
13,4,noche,3
13,5,dia,3
13,5,noche,7
14,1,dia,4
14,1,noche,9
14,2,dia,8
14,2,noche,9
14,3,dia,4
14,3,noche,1
14,4,dia,3
14,4,noche,4
14,5,dia,3
14,5,noche,5
