trabajador,dia,turno,disposicion
1,1,dia,3
1,1,noche,4
1,2,dia,0
1,2,noche,6
1,3,dia,0
1,3,noche,8
1,4,dia,8
1,4,noche,10
1,5,dia,10
1,5,noche,3
1,6,dia,5
1,6,noche,6
2,1,dia,1
2,1,noche,10
2,2,dia,5
2,2,noche,9
2,3,dia,5
2,3,noche,10
2,4,dia,1
2,4,noche,4
2,5,dia,8
2,5,noche,4
2,6,dia,10
2,6,noche,6
3,1,dia,5
3,1,noche,6
3,2,dia,4
3,2,noche,8
3,3,dia,2
3,3,noche,3
3,4,dia,6
3,4,noche,10
3,5,dia,6
3,5,noche,10
3,6,dia,2
3,6,noche,9
4,1,dia,9
4,1,noche,4
4,2,dia,6
4,2,noche,8
4,3,dia,0
4,3,noche,4
4,4,dia,4
4,4,noche,3
4,5,dia,6
4,5,noche,9
4,6,dia,9
4,6,noche,10
5,1,dia,5
5,1,noche,7
5,2,dia,7
5,2,noche,7
5,3,dia,10
5,3,noche,3
5,4,dia,8
5,4,noche,7
5,5,dia,2
5,5,noche,10
5,6,dia,1
5,6,noche,4
6,1,dia,8
6,1,noche,10
6,2,dia,10
6,2,noche,9
6,3,dia,5
6,3,noche,1
6,4,dia,3
6,4,noche,10
6,5,dia,4
6,5,noche,3
6,6,dia,3
6,6,noche,2
7,1,dia,0
7,1,noche,0
7,2,dia,3
7,2,noche,7
7,3,dia,9
7,3,noche,1
7,4,dia,7
7,4,noche,6
7,5,dia,10
7,5,noche,9
7,6,dia,3
7,6,noche,6
8,1,dia,7
8,1,noche,6
8,2,dia,3
8,2,noche,2
8,3,dia,10
8,3,noche,0
8,4,dia,1
8,4,noche,6
8,5,dia,3
8,5,noche,2
8,6,dia,8
8,6,noche,7
9,1,dia,0
9,1,noche,8
9,2,dia,3
9,2,noche,1
9,3,dia,7
9,3,noche,2
9,4,dia,7
9,4,noche,10
9,5,dia,8
9,5,noche,8
9,6,dia,9
9,6,noche,5
10,1,dia,7
10,1,noche,9
10,2,dia,8
10,2,noche,6
10,3,dia,8
10,3,noche,7
10,4,dia,2
10,4,noche,7
10,5,dia,7
10,5,noche,4
10,6,dia,3
10,6,noche,10
11,1,dia,4
11,1,noche,8
11,2,dia,7
11,2,noche,10
11,3,dia,3
11,3,noche,4
11,4,dia,7
11,4,noche,1
11,5,dia,4
11,5,noche,3
11,6,dia,4
11,6,noche,5
12,1,dia,5
12,1,noche,8
12,2,dia,1
12,2,noche,2
12,3,dia,2
12,3,noche,3
12,4,dia,6
12,4,noche,2
12,5,dia,3
12,5,noche,1
12,6,dia,6
12,6,noche,6
13,1,dia,5
13,1,noche,8
13,2,dia,7
13,2,noche,6
13,3,dia,0
13,3,noche,3
13,4,dia,6
13,4,noche,6
13,5,dia,9
13,5,noche,0
13,6,dia,9
13,6,noche,6
14,1,dia,7
14,1,noche,0
14,2,dia,5
14,2,noche,4
14,3,dia,6
14,3,noche,6
14,4,dia,8
14,4,noche,8
14,5,dia,9
14,5,noche,3
14,6,dia,7
14,6,noche,3
