trabajador,dia,turno,disposicion
1,1,manana,10
1,1,tarde,2
1,1,noche,1
1,2,manana,2
1,2,tarde,9
1,2,noche,4
1,3,manana,10
1,3,tarde,7
1,3,noche,9
1,4,manana,2
1,4,tarde,6
1,4,noche,6
1,5,manana,4
1,5,tarde,0
1,5,noche,1
1,6,manana,5
1,6,tarde,7
1,6,noche,3
1,7,manana,7
1,7,tarde,4
1,7,noche,10
1,8,manana,8
1,8,tarde,6
1,8,noche,4
1,9,manana,9
1,9,tarde,8
1,9,noche,8
1,10,manana,10
1,10,tarde,5
1,10,noche,6
1,11,manana,4
1,11,tarde,5
1,11,noche,4
1,12,manana,4
1,12,tarde,2
1,12,noche,7
1,13,manana,3
1,13,tarde,5
1,13,noche,9
1,14,manana,0
1,14,tarde,6
1,14,noche,6
1,15,manana,6
1,15,tarde,5
1,15,noche,6
1,16,manana,8
1,16,tarde,2
1,16,noche,7
1,17,manana,8
1,17,tarde,0
1,17,noche,10
1,18,manana,2
1,18,tarde,10
1,18,noche,8
1,19,manana,9
1,19,tarde,8
1,19,noche,8
2,1,manana,10
2,1,tarde,0
2,1,noche,7
2,2,manana,0
2,2,tarde,7
2,2,noche,3
2,3,manana,10
2,3,tarde,3
2,3,noche,10
2,4,manana,1
2,4,tarde,9
2,4,noche,1
2,5,manana,7
2,5,tarde,5
2,5,noche,5
2,6,manana,9
2,6,tarde,7
2,6,noche,1
2,7,manana,8
2,7,tarde,9
2,7,noche,9
2,8,manana,1
2,8,tarde,5
2,8,noche,1
2,9,manana,4
2,9,tarde,6
2,9,noche,4
2,10,manana,10
2,10,tarde,3
2,10,noche,7
2,11,manana,7
2,11,tarde,7
2,11,noche,3
2,12,manana,0
2,12,tarde,9
2,12,noche,1
2,13,manana,3
2,13,tarde,1
2,13,noche,1
2,14,manana,9
2,14,tarde,2
2,14,noche,0
2,15,manana,7
2,15,tarde,1
2,15,noche,8
2,16,manana,4
2,16,tarde,1
2,16,noche,9
2,17,manana,7
2,17,tarde,6
2,17,noche,7
2,18,manana,8
2,18,tarde,1
2,18,noche,3
2,19,manana,4
2,19,tarde,10
2,19,noche,6
3,1,manana,5
3,1,tarde,4
3,1,noche,7
3,2,manana,4
3,2,tarde,0
3,2,noche,8
3,3,manana,1
3,3,tarde,2
3,3,noche,9
3,4,manana,4
3,4,tarde,10
3,4,noche,9
3,5,manana,2
3,5,tarde,3
3,5,noche,4
3,6,manana,3
3,6,tarde,1
3,6,noche,5
3,7,manana,1
3,7,tarde,3
3,7,noche,8
3,8,manana,8
3,8,tarde,0
3,8,noche,8
3,9,manana,2
3,9,tarde,8
3,9,noche,0
3,10,manana,6
3,10,tarde,8
3,10,noche,3
3,11,manana,4
3,11,tarde,3
3,11,noche,9
3,12,manana,4
3,12,tarde,5
3,12,noche,1
3,13,manana,9
3,13,tarde,6
3,13,noche,6
3,14,manana,6
3,14,tarde,4
3,14,noche,2
3,15,manana,9
3,15,tarde,9
3,15,noche,2
3,16,manana,9
3,16,tarde,1
3,16,noche,8
3,17,manana,8
3,17,tarde,10
3,17,noche,0
3,18,manana,2
3,18,tarde,0
3,18,noche,2
3,19,manana,1
3,19,tarde,7
3,19,noche,9
4,1,manana,4
4,1,tarde,2
4,1,noche,6
4,2,manana,4
4,2,tarde,3
4,2,noche,7
4,3,manana,0
4,3,tarde,8
4,3,noche,0
4,4,manana,1
4,4,tarde,7
4,4,noche,3
4,5,manana,8
4,5,tarde,0
4,5,noche,10
4,6,manana,10
4,6,tarde,3
4,6,noche,3
4,7,manana,9
4,7,tarde,4
4,7,noche,0
4,8,manana,3
4,8,tarde,0
4,8,noche,10
4,9,manana,6
4,9,tarde,7
4,9,noche,10
4,10,manana,5
4,10,tarde,4
4,10,noche,7
4,11,manana,7
4,11,tarde,10
4,11,noche,2
4,12,manana,3
4,12,tarde,5
4,12,noche,5
4,13,manana,2
4,13,tarde,10
4,13,noche,4
4,14,manana,6
