trabajador,dia,turno,disposicion
1,1,manana,0
1,1,tarde,1
1,1,noche,5
1,2,manana,2
1,2,tarde,1
1,2,noche,3
1,3,manana,10
1,3,tarde,6
1,3,noche,10
1,4,manana,7
1,4,tarde,7
1,4,noche,0
1,5,manana,6
1,5,tarde,9
1,5,noche,1
1,6,manana,10
1,6,tarde,6
1,6,noche,2
1,7,manana,4
1,7,tarde,1
1,7,noche,9
1,8,manana,5
1,8,tarde,0
1,8,noche,6
1,9,manana,2
1,9,tarde,0
1,9,noche,5
1,10,manana,8
1,10,tarde,6
1,10,noche,7
1,11,manana,4
1,11,tarde,5
1,11,noche,5
1,12,manana,2
1,12,tarde,4
1,12,noche,2
1,13,manana,10
1,13,tarde,4
1,13,noche,1
1,14,manana,8
1,14,tarde,2
1,14,noche,4
1,15,manana,5
1,15,tarde,10
1,15,noche,7
1,16,manana,4
1,16,tarde,1
1,16,noche,0
1,17,manana,7
1,17,tarde,5
1,17,noche,9
2,1,manana,8
2,1,tarde,4
2,1,noche,0
2,2,manana,3
2,2,tarde,5
2,2,noche,1
2,3,manana,0
2,3,tarde,9
2,3,noche,4
2,4,manana,5
2,4,tarde,0
2,4,noche,1
2,5,manana,3
2,5,tarde,2
2,5,noche,9
2,6,manana,2
2,6,tarde,5
2,6,noche,0
2,7,manana,6
2,7,tarde,7
2,7,noche,2
2,8,manana,10
2,8,tarde,2
2,8,noche,7
2,9,manana,10
2,9,tarde,6
2,9,noche,2
2,10,manana,7
2,10,tarde,0
2,10,noche,7
2,11,manana,6
2,11,tarde,10
2,11,noche,5
2,12,manana,10
2,12,tarde,5
2,12,noche,8
2,13,manana,9
2,13,tarde,1
2,13,noche,9
2,14,manana,9
2,14,tarde,6
2,14,noche,1
2,15,manana,10
2,15,tarde,3
2,15,noche,10
2,16,manana,0
2,16,tarde,8
2,16,noche,0
2,17,manana,5
2,17,tarde,3
2,17,noche,1
3,1,manana,5
3,1,tarde,5
3,1,noche,0
3,2,manana,6
3,2,tarde,8
3,2,noche,10
3,3,manana,1
3,3,tarde,5
3,3,noche,0
3,4,manana,7
3,4,tarde,0
3,4,noche,10
3,5,manana,1
3,5,tarde,6
3,5,noche,5
3,6,manana,6
3,6,tarde,1
3,6,noche,8
3,7,manana,6
3,7,tarde,4
3,7,noche,2
3,8,manana,6
3,8,tarde,0
3,8,noche,2
3,9,manana,10
3,9,tarde,6
3,9,noche,2
3,10,manana,1
3,10,tarde,10
3,10,noche,4
3,11,manana,3
3,11,tarde,6
3,11,noche,10
3,12,manana,0
3,12,tarde,2
3,12,noche,7
3,13,manana,5
3,13,tarde,10
3,13,noche,7
3,14,manana,2
3,14,tarde,6
3,14,noche,3
3,15,manana,6
3,15,tarde,9
3,15,noche,8
3,16,manana,9
3,16,tarde,10
3,16,noche,1
3,17,manana,1
3,17,tarde,8
3,17,noche,8
4,1,manana,9
4,1,tarde,10
4,1,noche,2
4,2,manana,2
4,2,tarde,5
4,2,noche,7
4,3,manana,4
4,3,tarde,7
4,3,noche,9
4,4,manana,3
4,4,tarde,2
4,4,noche,3
4,5,manana,6
4,5,tarde,2
4,5,noche,1
4,6,manana,0
4,6,tarde,1
4,6,noche,3
4,7,manana,5
4,7,tarde,9
4,7,noche,5
4,8,manana,4
4,8,tarde,5
4,8,noche,5
4,9,manana,7
4,9,tarde,3
4,9,noche,8
4,10,manana,3
4,10,tarde,2
4,10,noche,3
4,11,manana,2
4,11,tarde,5
4,11,noche,6
4,12,manana,1
4,12,tarde,6
4,12,noche,6
4,13,manana,2
4,13,tarde,10
4,13,noche,10
4,14,manana,2
4,14,tarde,4
4,14,noche,0
4,15,manana,2
4,15,tarde,4
4,15,noche,5
4,16,manana,1
4,16,tarde,7
4,16,noche,0
4,17,manana,2
4,17,tarde,9
4,17,noche,8
5,1,manana,8
5,1,tarde,9
5,1,noche,1
5,2,manana,1
5,2,tarde,4
5,2,noche,9
5,3,manana,0
5,3,tarde,1
5,3,noche,9
5,4,manana,7
5,4,tarde,10
5,4,noche,7
5,5,manana,5
5,5,tarde,5
5,5,noche,7
5,6,manana,8
5,6,tarde,9
5,6,noche,3
5,7,manana,3
5,7,tarde,5
5,7,noche,9
5,8,manana,3
5,8,tarde,6
5,8,noche,6
5,9,manana,4
5,9,tarde,0
5,9,noche,1
5,10,manana,0
5,10,tarde,7
5,10,noche,8
5,11,manana,7
5,11,tarde,1
5,11,noche,5
5,12,manana,9
5,12,tarde,3
5,12,noche,1
5,13,manana,6
5,13,tarde,5
5,13,noche,0
5,14,manana,7
5,14,tarde,3
5,14,noche,2
5,15,manana,0
5,15,tarde,6
5,15,noche,2
5,16,manana,7
5,16,tarde,6
5,16,noche,6
5,17,manana,3
5,17,tarde,9
5,17,noche,5
6,1,manana,7
6,1,tarde,5
6,1,noche,5
6,2,manana,4
6,2,tarde,6
6,2,noche,1
6,3,manana,9
6,3,tarde,10
6,3,noche,5
6,4,manana,4
6,4,tarde,5
6,4,noche,3
6,5,manana,7
6,5,tarde,5
6,5,noche,8
6,6,manana,3
6,6,tarde,9
6,6,noche,0
6,7,manana,9
6,7,tarde,0
6,7,noche,9
6,8,manana,7
6,8,tarde,1
6,8,noche,7
6,9,manana,10
6,9,tarde,1
6,9,noche,4
6,10,manana,2
6,10,tarde,2
6,10,noche,3
6,11,manana,3
6,11,tarde,2
6,11,noche,0
6,12,manana,5
6,12,tarde,8
6,12,noche,4
6,13,manana,4
6,13,tarde,4
6,13,noche,0
6,14,manana,9
6,14,tarde,1
6,14,noche,5
6,15,manana,1
6,15,tarde,8
6,15,noche,3
6,16,manana,1
6,16,tarde,7
6,16,noche,7
6,17,manana,6
6,17,tarde,1
6,17,noche,5
7,1,manana,1
7,1,tarde,9
7,1,noche,4
7,2,manana,8
7,2,tarde,0
7,2,noche,4
7,3,manana,2
7,3,tarde,6
7,3,noche,6
7,4,manana,0
7,4,tarde,0
7,4,noche,2
7,5,manana,1
7,5,tarde,6
7,5,noche,10
7,6,manana,2
7,6,tarde,7
7,6,noche,10
7,7,manana,4
7,7,tarde,1
7,7,noche,6
7,8,manana,8
7,8,tarde,8
7,8,noche,8
7,9,manana,4
7,9,tarde,1
7,9,noche,0
7,10,manana,4
7,10,tarde,5
7,10,noche,1
