trabajador,dia,turno,disposicion
1,1,manana,4
1,1,tarde,6
1,1,noche,8
1,2,manana,2
1,2,tarde,2
1,2,noche,8
1,3,manana,6
1,3,tarde,2
1,3,noche,6
1,4,manana,8
1,4,tarde,0
1,4,noche,8
1,5,manana,6
1,5,tarde,8
1,5,noche,1
1,6,manana,10
1,6,tarde,1
1,6,noche,5
1,7,manana,7
1,7,tarde,5
1,7,noche,8
1,8,manana,2
1,8,tarde,9
1,8,noche,2
1,9,manana,7
1,9,tarde,4
1,9,noche,0
1,10,manana,0
1,10,tarde,7
1,10,noche,6
1,11,manana,3
1,11,tarde,10
1,11,noche,10
1,12,manana,0
1,12,tarde,1
1,12,noche,7
1,13,manana,10
1,13,tarde,8
1,13,noche,2
1,14,manana,3
1,14,tarde,6
1,14,noche,3
1,15,manana,6
1,15,tarde,7
1,15,noche,4
1,16,manana,10
1,16,tarde,1
1,16,noche,0
1,17,manana,2
1,17,tarde,4
1,17,noche,8
1,18,manana,5
1,18,tarde,10
1,18,noche,2
1,19,manana,2
1,19,tarde,5
1,19,noche,5
1,20,manana,8
1,20,tarde,8
1,20,noche,10
1,21,manana,1
1,21,tarde,7
1,21,noche,4
1,22,manana,0
1,22,tarde,9
1,22,noche,2
1,23,manana,7
1,23,tarde,5
1,23,noche,1
1,24,manana,7
1,24,tarde,6
1,24,noche,5
1,25,manana,0
1,25,tarde,2
1,25,noche,4
2,1,manana,1
2,1,tarde,10
2,1,noche,5
2,2,manana,10
2,2,tarde,6
2,2,noche,7
2,3,manana,5
2,3,tarde,10
2,3,noche,3
2,4,manana,8
2,4,tarde,0
2,4,noche,10
2,5,manana,9
2,5,tarde,4
2,5,noche,7
2,6,manana,2
2,6,tarde,6
2,6,noche,1
2,7,manana,9
2,7,tarde,1
2,7,noche,6
2,8,manana,6
2,8,tarde,5
2,8,noche,7
2,9,manana,9
2,9,tarde,8
2,9,noche,0
2,10,manana,0
2,10,tarde,0
2,10,noche,0
2,11,manana,5
2,11,tarde,7
2,11,noche,8
2,12,manana,5
2,12,tarde,6
2,12,noche,0
2,13,manana,9
2,13,tarde,7
2,13,noche,4
2,14,manana,10
2,14,tarde,2
2,14,noche,0
2,15,manana,0
2,15,tarde,4
2,15,noche,7
2,16,manana,4
2,16,tarde,9
2,16,noche,1
2,17,manana,7
2,17,tarde,10
2,17,noche,9
2,18,manana,10
2,18,tarde,9
2,18,noche,5
2,19,manana,4
2,19,tarde,8
2,19,noche,10
2,20,manana,7
2,20,tarde,7
2,20,noche,5
2,21,manana,6
2,21,tarde,7
2,21,noche,6
2,22,manana,0
2,22,tarde,3
2,22,noche,3
2,23,manana,5
2,23,tarde,3
2,23,noche,0
2,24,manana,6
2,24,tarde,2
2,24,noche,0
2,25,manana,6
2,25,tarde,7
2,25,noche,10
3,1,manana,9
3,1,tarde,1
3,1,noche,6
3,2,manana,1
3,2,tarde,4
3,2,noche,3
3,3,manana,0
3,3,tarde,6
3,3,noche,3
3,4,manana,0
3,4,tarde,7
3,4,noche,5
3,5,manana,10
3,5,tarde,10
3,5,noche,5
3,6,manana,0
3,6,tarde,4
3,6,noche,3
3,7,manana,7
3,7,tarde,8
3,7,noche,6
3,8,manana,6
3,8,tarde,1
3,8,noche,8
3,9,manana,2
3,9,tarde,7
3,9,noche,10
3,10,manana,3
3,10,tarde,4
3,10,noche,1
3,11,manana,8
3,11,tarde,5
3,11,noche,0
3,12,manana,1
3,12,tarde,0
3,12,noche,10
3,13,manana,2
3,13,tarde,2
3,13,noche,3
3,14,manana,3
3,14,tarde,9
3,14,noche,9
3,15,manana,3
3,15,tarde,8
3,15,noche,7
3,16,manana,2
3,16,tarde,7
3,16,noche,0
3,17,manana,7
3,17,tarde,7
3,17,noche,4
3,18,manana,2
3,18,tarde,10
3,18,noche,6
3,19,manana,9
3,19,tarde,5
3,19,noche,8
3,20,manana,4
3,20,tarde,0
3,20,noche,10
3,21,manana,2
3,21,tarde,3
3,21,noche,10
3,22,manana,0
3,22,tarde,3
3,22,noche,6
3,23,manana,8
3,23,tarde,8
3,23,noche,10
3,24,manana,10
3,24,tarde,1
3,24,noche,3
3,25,manana,8
3,25,tarde,8
3,25,noche,0
4,1,manana,10
4,1,tarde,1
4,1,noche,10
4,2,manana,2
4,2,tarde,8
4,2,noche,8
4,3,manana,4
4,3,tarde,3
4,3,noche,10
4,4,manana,5
4,4,tarde,0
4,4,noche,1
4,5,manana,0
4,5,tarde,4
4,5,noche,1
4,6,manana,4
4,6,tarde,3
4,6,noche,8
4,7,manana,4
4,7,tarde,1
4,7,noche,4
4,8,manana,5
4,8,tarde,6
4,8,noche,7
4,9,manana,3
4,9,tarde,8
4,9,noche,9
4,10,manana,4
4,10,tarde,7
4,10,noche,5
4,11,manana,1
4,11,tarde,5
4,11,noche,10
4,12,manana,1
4,12,tarde,1
4,12,noche,10
4,13,manana,9
4,13,tarde,6
4,13,noche,9
4,14,manana,3
4,14,tarde,7
4,14,noche,3
4,15,manana,8
4,15,tarde,5
4,15,noche,6
4,16,manana,1
4,16,tarde,10
4,16,noche,3
4,17,manana,4
4,17,tarde,9
4,17,noche,1
4,18,manana,1
4,18,tarde,6
4,18,noche,9
4,19,manana,7
4,19,tarde,4
4,19,noche,0
4,20,manana,4
4,20,tarde,9
4,20,noche,1
4,21,manana,0
4,21,tarde,2
4,21,noche,1
4,22,manana,9
4,22,tarde,10
4,22,noche,6
4,23,manana,4
4,23,tarde,0
4,23,noche,8
4,24,manana,5
4,24,tarde,7
4,24,noche,1
4,25,manana,8
4,25,tarde,4
4,25,noche,1
5,1,manana,3
5,1,tarde,1
5,1,noche,1
5,2,manana,7
5,2,tarde,2
5,2,noche,3
5,3,manana,3
5,3,tarde,1
5,3,noche,9
5,4,manana,4
5,4,tarde,9
5,4,noche,3
5,5,manana,4
5,5,tarde,3
5,5,noche,3
5,6,manana,3
5,6,tarde,9
5,6,noche,9
5,7,manana,4
5,7,tarde,0
5,7,noche,1
5,8,manana,7
