trabajador,dia,turno,disposicion
1,1,manana,4
1,1,tarde,3
1,1,noche,2
1,2,manana,10
1,2,tarde,10
1,2,noche,6
1,3,manana,3
1,3,tarde,1
1,3,noche,5
1,4,manana,1
1,4,tarde,8
1,4,noche,7
1,5,manana,4
1,5,tarde,4
1,5,noche,5
1,6,manana,9
1,6,tarde,7
1,6,noche,5
1,7,manana,9
1,7,tarde,5
1,7,noche,5
1,8,manana,7
1,8,tarde,2
1,8,noche,9
2,1,manana,6
2,1,tarde,7
2,1,noche,9
2,2,manana,3
2,2,tarde,3
2,2,noche,6
2,3,manana,3
2,3,tarde,4
2,3,noche,9
2,4,manana,5
2,4,tarde,3
2,4,noche,7
2,5,manana,9
2,5,tarde,7
2,5,noche,5
2,6,manana,1
2,6,tarde,7
2,6,noche,1
2,7,manana,4
2,7,tarde,5
2,7,noche,5
2,8,manana,3
2,8,tarde,6
2,8,noche,5
3,1,manana,8
3,1,tarde,10
3,1,noche,5
3,2,manana,0
3,2,tarde,1
3,2,noche,5
3,3,manana,3
3,3,tarde,3
3,3,noche,7
3,4,manana,5
3,4,tarde,7
3,4,noche,1
3,5,manana,6
3,5,tarde,6
3,5,noche,9
3,6,manana,10
3,6,tarde,10
3,6,noche,0
3,7,manana,2
3,7,tarde,3
3,7,noche,1
3,8,manana,7
3,8,tarde,0
3,8,noche,7
4,1,manana,7
4,1,tarde,3
4,1,noche,3
4,2,manana,9
4,2,tarde,10
4,2,noche,5
4,3,manana,1
4,3,tarde,4
4,3,noche,10
4,4,manana,0
4,4,tarde,5
4,4,noche,6
4,5,manana,1
4,5,tarde,0
4,5,noche,9
4,6,manana,2
4,6,tarde,0
4,6,noche,9
4,7,manana,1
4,7,tarde,4
4,7,noche,1
4,8,manana,6
4,8,tarde,0
4,8,noche,10
5,1,manana,8
5,1,tarde,1
5,1,noche,8
5,2,manana,2
5,2,tarde,3
5,2,noche,9
5,3,manana,5
5,3,tarde,4
5,3,noche,10
5,4,manana,8
5,4,tarde,7
5,4,noche,6
5,5,manana,7
5,5,tarde,2
5,5,noche,2
5,6,manana,7
5,6,tarde,8
5,6,noche,3
5,7,manana,9
5,7,tarde,3
5,7,noche,7
5,8,manana,9
5,8,tarde,10
5,8,noche,0
6,1,manana,1
6,1,tarde,2
6,1,noche,8
6,2,manana,2
6,2,tarde,7
6,2,noche,5
6,3,manana,9
6,3,tarde,9
6,3,noche,8
6,4,manana,3
6,4,tarde,1
6,4,noche,1
6,5,manana,0
6,5,tarde,7
6,5,noche,9
6,6,manana,5
6,6,tarde,1
6,6,noche,0
6,7,manana,4
6,7,tarde,3
6,7,noche,4
6,8,manana,2
6,8,tarde,10
6,8,noche,5
7,1,manana,3
