trabajador,dia,turno,disposicion
1,1,manana,6
1,1,tarde,2
1,1,noche,2
1,2,manana,9
1,2,tarde,9
1,2,noche,9
1,3,manana,1
1,3,tarde,1
1,3,noche,9
1,4,manana,1
1,4,tarde,4
1,4,noche,8
1,5,manana,5
1,5,tarde,6
1,5,noche,4
1,6,manana,6
1,6,tarde,10
1,6,noche,7
1,7,manana,9
1,7,tarde,9
1,7,noche,7
1,8,manana,0
1,8,tarde,2
1,8,noche,4
1,9,manana,6
1,9,tarde,2
1,9,noche,9
1,10,manana,9
1,10,tarde,10
1,10,noche,6
1,11,manana,0
1,11,tarde,6
1,11,noche,5
1,12,manana,3
1,12,tarde,0
1,12,noche,7
1,13,manana,4
1,13,tarde,5
1,13,noche,0
2,1,manana,5
2,1,tarde,4
2,1,noche,4
2,2,manana,4
2,2,tarde,7
2,2,noche,10
2,3,manana,1
2,3,tarde,3
2,3,noche,2
2,4,manana,4
2,4,tarde,7
2,4,noche,5
2,5,manana,4
2,5,tarde,6
2,5,noche,9
2,6,manana,10
2,6,tarde,1
2,6,noche,3
2,7,manana,7
2,7,tarde,3
2,7,noche,6
2,8,manana,7
2,8,tarde,8
2,8,noche,5
2,9,manana,0
2,9,tarde,8
2,9,noche,2
2,10,manana,1
2,10,tarde,4
2,10,noche,8
2,11,manana,6
2,11,tarde,2
2,11,noche,8
2,12,manana,9
2,12,tarde,0
2,12,noche,2
2,13,manana,3
2,13,tarde,3
2,13,noche,0
3,1,manana,3
3,1,tarde,0
3,1,noche,7
3,2,manana,0
3,2,tarde,5
3,2,noche,3
3,3,manana,4
3,3,tarde,5
3,3,noche,7
3,4,manana,8
3,4,tarde,6
3,4,noche,10
3,5,manana,1
3,5,tarde,10
3,5,noche,0
3,6,manana,3
3,6,tarde,5
3,6,noche,7
3,7,manana,9
3,7,tarde,7
3,7,noche,2
3,8,manana,7
3,8,tarde,9
3,8,noche,8
3,9,manana,5
3,9,tarde,5
3,9,noche,2
3,10,manana,4
3,10,tarde,1
3,10,noche,4
3,11,manana,0
3,11,tarde,6
3,11,noche,0
3,12,manana,2
3,12,tarde,9
3,12,noche,3
3,13,manana,3
3,13,tarde,10
3,13,noche,3
4,1,manana,10
4,1,tarde,3
4,1,noche,4
4,2,manana,10
4,2,tarde,6
4,2,noche,8
4,3,manana,0
4,3,tarde,10
4,3,noche,0
4,4,manana,7
4,4,tarde,2
4,4,noche,10
4,5,manana,2
4,5,tarde,9
4,5,noche,0
4,6,manana,3
4,6,tarde,4
4,6,noche,9
4,7,manana,4
4,7,tarde,10
4,7,noche,4
4,8,manana,6
4,8,tarde,6
4,8,noche,5
4,9,manana,7
4,9,tarde,4
4,9,noche,3
4,10,manana,7
4,10,tarde,4
4,10,noche,10
4,11,manana,8
4,11,tarde,9
4,11,noche,6
4,12,manana,9
4,12,tarde,1
4,12,noche,0
4,13,manana,8
4,13,tarde,10
4,13,noche,5
5,1,manana,8
5,1,tarde,10
5,1,noche,9
5,2,manana,9
5,2,tarde,4
5,2,noche,4
5,3,manana,10
5,3,tarde,1
5,3,noche,7
5,4,manana,1
5,4,tarde,5
5,4,noche,4
5,5,manana,10
5,5,tarde,5
5,5,noche,4
5,6,manana,4
5,6,tarde,10
5,6,noche,10
5,7,manana,4
5,7,tarde,3
5,7,noche,2
5,8,manana,8
5,8,tarde,3
5,8,noche,0
5,9,manana,9
5,9,tarde,6
5,9,noche,10
5,10,manana,5
5,10,tarde,10
5,10,noche,2
5,11,manana,0
5,11,tarde,10
5,11,noche,7
5,12,manana,4
5,12,tarde,4
5,12,noche,6
5,13,manana,6
5,13,tarde,6
5,13,noche,0
6,1,manana,9
6,1,tarde,9
6,1,noche,3
6,2,manana,5
6,2,tarde,3
6,2,noche,10
6,3,manana,8
6,3,tarde,10
6,3,noche,7
6,4,manana,10
6,4,tarde,5
6,4,noche,8
6,5,manana,4
6,5,tarde,2
6,5,noche,10
6,6,manana,8
6,6,tarde,2
6,6,noche,4
6,7,manana,1
6,7,tarde,7
6,7,noche,2
6,8,manana,4
6,8,tarde,8
6,8,noche,2
6,9,manana,10
6,9,tarde,5
6,9,noche,10
6,10,manana,1
6,10,tarde,3
6,10,noche,5
6,11,manana,3
6,11,tarde,4
6,11,noche,6
6,12,manana,5
6,12,tarde,5
6,12,noche,4
6,13,manana,9
6,13,tarde,4
6,13,noche,7
7,1,manana,1
7,1,tarde,7
7,1,noche,0
7,2,manana,10
7,2,tarde,9
7,2,noche,9
7,3,manana,9
7,3,tarde,1
7,3,noche,7
7,4,manana,3
7,4,tarde,8
7,4,noche,1
7,5,manana,10
7,5,tarde,6
7,5,noche,8
7,6,manana,4
7,6,tarde,6
7,6,noche,0
7,7,manana,2
7,7,tarde,2
7,7,noche,3
7,8,manana,5
7,8,tarde,6
7,8,noche,9
7,9,manana,7
7,9,tarde,2
7,9,noche,5
7,10,manana,2
7,10,tarde,1
7,10,noche,7
7,11,manana,5
7,11,tarde,10
7,11,noche,2
7,12,manana,5
7,12,tarde,10
7,12,noche,0
7,13,manana,0
7,13,tarde,7
7,13,noche,4
8,1,manana,3
8,1,tarde,2
8,1,noche,9
