trabajador,dia,turno,disposicion
1,1,manana,5
1,1,tarde,6
1,1,noche,9
1,2,manana,9
1,2,tarde,2
1,2,noche,8
1,3,manana,9
1,3,tarde,10
1,3,noche,9
1,4,manana,5
1,4,tarde,0
1,4,noche,2
1,5,manana,5
1,5,tarde,0
1,5,noche,10
1,6,manana,0
1,6,tarde,3
1,6,noche,0
1,7,manana,4
1,7,tarde,4
1,7,noche,5
1,8,manana,7
1,8,tarde,3
1,8,noche,2
1,9,manana,8
1,9,tarde,8
1,9,noche,8
2,1,manana,0
2,1,tarde,5
2,1,noche,4
2,2,manana,10
2,2,tarde,6
2,2,noche,10
2,3,manana,3
2,3,tarde,5
2,3,noche,9
2,4,manana,6
2,4,tarde,2
2,4,noche,3
2,5,manana,6
2,5,tarde,5
2,5,noche,9
2,6,manana,9
2,6,tarde,6
2,6,noche,1
2,7,manana,9
2,7,tarde,9
2,7,noche,0
2,8,manana,0
2,8,tarde,3
2,8,noche,0
2,9,manana,4
2,9,tarde,4
2,9,noche,8
3,1,manana,4
3,1,tarde,3
3,1,noche,0
3,2,manana,2
3,2,tarde,8
3,2,noche,1
3,3,manana,1
3,3,tarde,0
3,3,noche,3
3,4,manana,9
3,4,tarde,3
3,4,noche,9
3,5,manana,0
3,5,tarde,2
3,5,noche,9
3,6,manana,5
3,6,tarde,3
3,6,noche,3
3,7,manana,3
3,7,tarde,4
3,7,noche,3
3,8,manana,0
3,8,tarde,8
3,8,noche,9
3,9,manana,3
3,9,tarde,6
3,9,noche,7
4,1,manana,1
4,1,tarde,3
4,1,noche,9
4,2,manana,4
4,2,tarde,4
4,2,noche,1
4,3,manana,2
4,3,tarde,8
4,3,noche,7
4,4,manana,7
4,4,tarde,9
4,4,noche,1
4,5,manana,1
4,5,tarde,10
4,5,noche,2
4,6,manana,7
4,6,tarde,8
4,6,noche,9
4,7,manana,1
4,7,tarde,8
4,7,noche,7
4,8,manana,9
4,8,tarde,4
4,8,noche,8
4,9,manana,9
4,9,tarde,2
4,9,noche,3
5,1,manana,4
5,1,tarde,2
5,1,noche,5
5,2,manana,9
5,2,tarde,4
5,2,noche,8
5,3,manana,2
5,3,tarde,8
5,3,noche,2
5,4,manana,10
5,4,tarde,2
5,4,noche,3
5,5,manana,6
5,5,tarde,8
5,5,noche,4
5,6,manana,5
5,6,tarde,9
5,6,noche,4
5,7,manana,5
5,7,tarde,7
5,7,noche,3
5,8,manana,8
5,8,tarde,10
5,8,noche,1
5,9,manana,3
5,9,tarde,1
5,9,noche,9
6,1,manana,7
6,1,tarde,8
6,1,noche,10
6,2,manana,9
6,2,tarde,2
6,2,noche,10
6,3,manana,5
6,3,tarde,6
6,3,noche,8
6,4,manana,0
6,4,tarde,6
6,4,noche,6
6,5,manana,9
6,5,tarde,4
6,5,noche,0
6,6,manana,5
6,6,tarde,5
6,6,noche,6
6,7,manana,10
6,7,tarde,5
6,7,noche,1
6,8,manana,4
6,8,tarde,3
6,8,noche,2
6,9,manana,9
6,9,tarde,4
6,9,noche,4
